session_ID;Garage_ID;User_ID;User_type;Shared_ID;Start_plugin;Start_plugin_hour;End_plugout;End_plugout_hour;El_kWh;Duration_hours;month_plugin;weekdays_plugin;Plugin_category;Duration_category
163;Bl2;Bl2-1;Private;NA;15.02.2019 15:54;15;16.02.2019 13:19;13;10,16;21,42555556;Feb;Friday;late afternoon (15-18);More than 18 hours
164;Bl2;Bl2-5;Private;NA;15.02.2019 16:56;16;16.02.2019 11:52;11;8,45;18,94666667;Feb;Friday;late afternoon (15-18);More than 18 hours
165;AdO3;AdO3-2;Private;NA;15.02.2019 17:36;17;16.02.2019 13:42;13;7,45;20,09694444;Feb;Friday;late afternoon (15-18);More than 18 hours
166;AdO1;AdO1-1;Private;NA;15.02.2019 19:04;19;16.02.2019 06:31;6;20,58;11,46055556;Feb;Friday;early evening (18-21);Between 9 and 12 hours
167;Bl2;Bl2-4;Private;NA;15.02.2019 19:28;19;16.02.2019 14:37;14;14,29;19,14472222;Feb;Friday;early evening (18-21);More than 18 hours
168;UT9;Share-12;Shared;Shared-12;15.02.2019 19:31;19;15.02.2019 22:40;22;17,66;3,146944444;Feb;Friday;early evening (18-21);Between 3 and 6 hours
169;Bl2;Share-8;Shared;Shared-6;15.02.2019 23:43;23;16.02.2019 08:15;8;16,96;8,542777778;Feb;Friday;late evening (21-midnight);Between 6 and 9  hours
170;Bl2;Bl2-6;Private;NA;16.02.2019 12:31;12;17.02.2019 21:57;21;13,83;33,43833333;Feb;Saturday;early afternoon (12-15);More than 18 hours
171;AdO3;AdO3-2;Private;NA;16.02.2019 16:21;16;16.02.2019 23:08;23;11,87;6,783055556;Feb;Saturday;late afternoon (15-18);Between 6 and 9  hours
172;AdO3;AdO3-3;Private;NA;16.02.2019 17:38;17;16.02.2019 17:39;17;0,03;0,016111111;Feb;Saturday;late afternoon (15-18);Less than 3 hours
173;AdO3;AdO3-3;Private;NA;16.02.2019 17:41;17;16.02.2019 17:51;17;0,61;0,177222222;Feb;Saturday;late afternoon (15-18);Less than 3 hours
174;AsO2;AsO2-1;Private;NA;16.02.2019 22:54;22;18.02.2019 08:18;8;18,56;33,39833333;Feb;Saturday;late evening (21-midnight);More than 18 hours
175;Bl2;Bl2-5;Private;NA;16.02.2019 22:57;22;17.02.2019 10:19;10;13,21;11,36861111;Feb;Saturday;late evening (21-midnight);Between 9 and 12 hours
176;AdO1;AdO1-1;Private;NA;16.02.2019 23:47;23;17.02.2019 12:34;12;16,92;12,77416667;Feb;Saturday;late evening (21-midnight);Between 12 and 15 hours
177;AdO3;AdO3-2;Private;NA;17.02.2019 01:11;1;17.02.2019 15:51;15;15,03;14,66083333;Feb;Sunday;early night (midnight-3);Between 12 and 15 hours
178;Bl2;Bl2-5;Private;NA;17.02.2019 13:41;13;17.02.2019 15:53;15;3,94;2,194722222;Feb;Sunday;early afternoon (12-15);Less than 3 hours
179;AsO2;Share-4;Shared;Shared-5;17.02.2019 13:53;13;17.02.2019 16:56;16;6,91;3,053333333;Feb;Sunday;early afternoon (12-15);Between 3 and 6 hours
180;Bl2;Bl2-2;Private;NA;17.02.2019 14:15;14;17.02.2019 16:04;16;6,55;1,824166667;Feb;Sunday;early afternoon (12-15);Less than 3 hours
181;Bl2;Bl2-1;Private;NA;17.02.2019 14:19;14;18.02.2019 08:57;8;7,93;18,6325;Feb;Sunday;early afternoon (12-15);More than 18 hours
182;AdO1;AdO1-2;Private;NA;17.02.2019 14:27;14;17.02.2019 21:05;21;7,88;6,640555556;Feb;Sunday;early afternoon (12-15);Between 6 and 9  hours
183;AdO1;AdO1-1;Private;NA;17.02.2019 15:19;15;17.02.2019 21:31;21;8,46;6,203611111;Feb;Sunday;late afternoon (15-18);Between 6 and 9  hours
184;UT9;Share-6;Shared;Shared-12;17.02.2019 17:34;17;17.02.2019 20:00;20;14,27;2,438333333;Feb;Sunday;late afternoon (15-18);Less than 3 hours
185;Bl2;Bl2-2;Private;NA;17.02.2019 19:12;19;17.02.2019 21:28;21;8,15;2,263611111;Feb;Sunday;early evening (18-21);Less than 3 hours
186;Bl2;Bl2-2;Private;NA;17.02.2019 21:29;21;17.02.2019 21:30;21;0,02;0,013333333;Feb;Sunday;late evening (21-midnight);Less than 3 hours
187;Bl2;Bl2-2;Private;NA;17.02.2019 22:17;22;18.02.2019 08:50;8;11,43;10,55055556;Feb;Sunday;late evening (21-midnight);Between 9 and 12 hours
188;Bl2;Bl2-5;Private;NA;17.02.2019 22:58;22;18.02.2019 07:45;7;11,3;8,777777778;Feb;Sunday;late evening (21-midnight);Between 6 and 9  hours
189;UT9;Share-14;Shared;Shared-12;18.02.2019 10:20;10;18.02.2019 13:31;13;11,79;3,176388889;Feb;Monday;late morning (9-12);Between 3 and 6 hours
190;Bl2;Bl2-5;Private;NA;18.02.2019 16:27;16;19.02.2019 07:54;7;8,95;15,45861111;Feb;Monday;late afternoon (15-18);Between 15 and 18 hours
191;UT9;Share-12;Shared;Shared-12;18.02.2019 17:47;17;18.02.2019 22:34;22;26,81;4,775555556;Feb;Monday;late afternoon (15-18);Between 3 and 6 hours
192;Bl2;Bl2-6;Private;NA;18.02.2019 20:26;20;19.02.2019 07:57;7;13,21;11,51472222;Feb;Monday;early evening (18-21);Between 9 and 12 hours
193;AdO3;AdO3-3;Private;NA;18.02.2019 23:32;23;19.02.2019 14:58;14;15,7;15,4475;Feb;Monday;late evening (21-midnight);Between 15 and 18 hours
194;Bl2;Bl2-1;Private;NA;19.02.2019 07:45;7;19.02.2019 09:01;9;4,52;1,261944444;Feb;Tuesday;early morning (6-9);Less than 3 hours
195;Bl2;Bl2-1;Private;NA;19.02.2019 15:07;15;19.02.2019 17:40;17;9,15;2,555;Feb;Tuesday;late afternoon (15-18);Less than 3 hours
196;Bl2;Bl2-5;Private;NA;19.02.2019 16:21;16;19.02.2019 18:44;18;8,32;2,379722222;Feb;Tuesday;late afternoon (15-18);Less than 3 hours
197;AsO2;AsO2-1;Private;NA;19.02.2019 16:51;16;20.02.2019 08:01;8;15,13;15,17194444;Feb;Tuesday;late afternoon (15-18);Between 15 and 18 hours
198;Bl2;Bl2-1;Private;NA;19.02.2019 18:15;18;19.02.2019 21:51;21;8,23;3,603333333;Feb;Tuesday;early evening (18-21);Between 3 and 6 hours
199;AdO1;AdO1-2;Private;NA;19.02.2019 18:49;18;20.02.2019 12:21;12;11,69;17,52805556;Feb;Tuesday;early evening (18-21);Between 15 and 18 hours
200;AdO3;AdO3-2;Private;NA;19.02.2019 19:40;19;20.02.2019 12:29;12;16,43;16,81666667;Feb;Tuesday;early evening (18-21);Between 15 and 18 hours
201;Bl2;Bl2-4;Private;NA;19.02.2019 20:06;20;20.02.2019 10:32;10;16,52;14,42583333;Feb;Tuesday;early evening (18-21);Between 12 and 15 hours
202;Bl2;Bl2-5;Private;NA;19.02.2019 21:01;21;20.02.2019 07:16;7;4,55;10,23944444;Feb;Tuesday;late evening (21-midnight);Between 9 and 12 hours
203;AdO1;AdO1-1;Private;NA;19.02.2019 21:48;21;20.02.2019 06:29;6;17,56;8,691944444;Feb;Tuesday;late evening (21-midnight);Between 6 and 9  hours
204;Bl2;Bl2-1;Private;NA;19.02.2019 21:51;21;20.02.2019 09:36;9;0,96;11,75555556;Feb;Tuesday;late evening (21-midnight);Between 9 and 12 hours
205;Bl2;Bl2-1;Private;NA;20.02.2019 11:54;11;20.02.2019 15:14;15;11,97;3,324722222;Feb;Wednesday;late morning (9-12);Between 3 and 6 hours
206;UT9;Share-14;Shared;Shared-12;20.02.2019 15:22;15;20.02.2019 20:28;20;16,14;5,091111111;Feb;Wednesday;late afternoon (15-18);Between 3 and 6 hours
207;Bl2;Bl2-5;Private;NA;20.02.2019 16:00;16;20.02.2019 16:48;16;2,88;0,810833333;Feb;Wednesday;late afternoon (15-18);Less than 3 hours
208;Bl2;Bl2-5;Private;NA;20.02.2019 17:26;17;20.02.2019 20:21;20;9,96;2,914722222;Feb;Wednesday;late afternoon (15-18);Less than 3 hours
209;Bl2;Bl2-1;Private;NA;20.02.2019 18:42;18;20.02.2019 21:02;21;7,04;2,346944444;Feb;Wednesday;early evening (18-21);Less than 3 hours
210;Bl2;Bl2-5;Private;NA;20.02.2019 20:49;20;21.02.2019 02:52;2;4,05;6,050555556;Feb;Wednesday;early evening (18-21);Between 6 and 9  hours
211;Bl2;Bl2-6;Private;NA;21.02.2019 10:58;10;21.02.2019 17:22;17;6,99;6,392777778;Feb;Thursday;late morning (9-12);Between 6 and 9  hours
212;Bl2;Bl2-2;Private;NA;21.02.2019 13:07;13;22.02.2019 12:22;12;9,51;23,24638889;Feb;Thursday;early afternoon (12-15);More than 18 hours
213;AdO1;AdO1-2;Private;NA;21.02.2019 16:44;16;22.02.2019 10:20;10;4,9;17,59;Feb;Thursday;late afternoon (15-18);Between 15 and 18 hours
214;Bl2;Bl2-1;Private;NA;21.02.2019 18:27;18;22.02.2019 12:22;12;11,78;17,91138889;Feb;Thursday;early evening (18-21);Between 15 and 18 hours
215;Bl2;Bl2-6;Private;NA;21.02.2019 19:44;19;22.02.2019 12:24;12;7,51;16,66277778;Feb;Thursday;early evening (18-21);Between 15 and 18 hours
216;AsO2;AsO2-1;Private;NA;22.02.2019 10:57;10;25.02.2019 07:14;7;18,48;68,2825;Feb;Friday;late morning (9-12);More than 18 hours
217;AdO3;AdO3-2;Private;NA;22.02.2019 18:35;18;22.02.2019 19:43;19;4,22;1,133333333;Feb;Friday;early evening (18-21);Less than 3 hours
218;Bl2;Bl2-2;Private;NA;22.02.2019 20:31;20;23.02.2019 08:11;8;20,12;11,6725;Feb;Friday;early evening (18-21);Between 9 and 12 hours
219;Bl2;Bl2-1;Private;NA;22.02.2019 21:10;21;23.02.2019 09:14;9;7,47;12,06555556;Feb;Friday;late evening (21-midnight);Between 12 and 15 hours
220;AdO3;AdO3-2;Private;NA;23.02.2019 01:13;1;24.02.2019 15:28;15;17,6;38,24555556;Feb;Saturday;early night (midnight-3);More than 18 hours
221;AdO1;AdO1-2;Private;NA;23.02.2019 17:01;17;24.02.2019 16:34;16;7,41;23,555;Feb;Saturday;late afternoon (15-18);More than 18 hours
222;AdO1;AdO1-1;Private;NA;23.02.2019 17:25;17;24.02.2019 08:49;8;16,37;15,40222222;Feb;Saturday;late afternoon (15-18);Between 15 and 18 hours
223;Bl2;Bl2-6;Private;NA;23.02.2019 21:45;21;25.02.2019 09:08;9;13,55;35,38027778;Feb;Saturday;late evening (21-midnight);More than 18 hours
224;Bl2;Bl2-1;Private;NA;23.02.2019 21:48;21;24.02.2019 13:50;13;10,28;16,03694444;Feb;Saturday;late evening (21-midnight);Between 15 and 18 hours
225;Bl2;Bl2-5;Private;NA;24.02.2019 18:18;18;25.02.2019 07:18;7;9,27;12,99194444;Feb;Sunday;early evening (18-21);Between 12 and 15 hours
226;UT9;Share-12;Shared;Shared-12;24.02.2019 19:21;19;25.02.2019 06:03;6;30,86;10,70361111;Feb;Sunday;early evening (18-21);Between 9 and 12 hours
227;Bl2;Bl2-2;Private;NA;24.02.2019 22:12;22;25.02.2019 07:02;7;0,36;8,832777778;Feb;Sunday;late evening (21-midnight);Between 6 and 9  hours
228;Bl2;Share-8;Shared;Shared-6;25.02.2019 00:49;0;25.02.2019 12:42;12;27,05;11,89333333;Feb;Monday;early night (midnight-3);Between 9 and 12 hours
229;Bl2;Bl2-2;Private;NA;25.02.2019 14:50;14;25.02.2019 17:57;17;11,23;3,115277778;Feb;Monday;early afternoon (12-15);Between 3 and 6 hours
230;AsO2;AsO2-1;Private;NA;25.02.2019 16:27;16;26.02.2019 07:32;7;13,19;15,095;Feb;Monday;late afternoon (15-18);Between 15 and 18 hours
231;Bl2;Bl2-5;Private;NA;25.02.2019 17:44;17;25.02.2019 20:27;20;9,74;2,724444444;Feb;Monday;late afternoon (15-18);Less than 3 hours
232;Bl2;Bl2-1;Private;NA;25.02.2019 18:36;18;26.02.2019 10:13;10;9,45;15,61555556;Feb;Monday;early evening (18-21);Between 15 and 18 hours
233;Bl2;Bl2-6;Private;NA;26.02.2019 10:32;10;27.02.2019 11:20;11;12,97;24,79527778;Feb;Tuesday;late morning (9-12);More than 18 hours
234;AdO3;AdO3-3;Private;NA;26.02.2019 15:50;15;27.02.2019 07:21;7;17,71;15,51277778;Feb;Tuesday;late afternoon (15-18);Between 15 and 18 hours
235;Bl2;Bl2-5;Private;NA;26.02.2019 16:22;16;26.02.2019 16:47;16;1,43;0,411666667;Feb;Tuesday;late afternoon (15-18);Less than 3 hours
236;AsO2;AsO2-1;Private;NA;26.02.2019 16:53;16;27.02.2019 07:07;7;12,84;14,24083333;Feb;Tuesday;late afternoon (15-18);Between 12 and 15 hours
237;Bl2;Bl2-5;Private;NA;26.02.2019 17:31;17;26.02.2019 19:05;19;5,54;1,551666667;Feb;Tuesday;late afternoon (15-18);Less than 3 hours
238;Bl2;Bl2-1;Private;NA;26.02.2019 19:53;19;27.02.2019 08:28;8;8,74;12,5875;Feb;Tuesday;early evening (18-21);Between 12 and 15 hours
239;Bl2;Bl2-4;Private;NA;26.02.2019 20:11;20;27.02.2019 09:56;9;18,03;13,73861111;Feb;Tuesday;early evening (18-21);Between 12 and 15 hours
240;Bl2;Bl2-5;Private;NA;26.02.2019 22:44;22;27.02.2019 06:50;6;6,22;8,102777778;Feb;Tuesday;late evening (21-midnight);Between 6 and 9  hours
241;UT9;Share-14;Shared;Shared-12;26.02.2019 23:30;23;27.02.2019 10:25;10;15,23;10,92277778;Feb;Tuesday;late evening (21-midnight);Between 9 and 12 hours
242;Bl2;Bl2-5;Private;NA;27.02.2019 07:36;7;27.02.2019 09:38;9;7,22;2,02;Feb;Wednesday;early morning (6-9);Less than 3 hours
243;Bl2;Bl2-5;Private;NA;27.02.2019 11:27;11;27.02.2019 16:50;16;6;5,3925;Feb;Wednesday;late morning (9-12);Between 3 and 6 hours
244;AsO2;Share-6;Shared;Shared-5;27.02.2019 18:37;18;27.02.2019 21:00;21;12,89;2,380833333;Feb;Wednesday;early evening (18-21);Less than 3 hours
245;AdO3;AdO3-3;Private;NA;27.02.2019 18:54;18;28.02.2019 06:42;6;8,25;11,81277778;Feb;Wednesday;early evening (18-21);Between 9 and 12 hours
246;AsO2;AsO2-1;Private;NA;27.02.2019 20:44;20;28.02.2019 07:21;7;12,99;10,61111111;Feb;Wednesday;early evening (18-21);Between 9 and 12 hours
247;Bl2;Bl2-1;Private;NA;28.02.2019 15:16;15;28.02.2019 17:10;17;6,82;1,896944444;Feb;Thursday;late afternoon (15-18);Less than 3 hours
248;AsO2;AsO2-1;Private;NA;28.02.2019 16:21;16;01.03.2019 07:19;7;13,74;14,97166667;Feb;Thursday;late afternoon (15-18);Between 12 and 15 hours
249;Bl2;Bl2-1;Shared;Shared-6;28.02.2019 16:47;16;28.02.2019 18:21;18;3,44;1,572222222;Feb;Thursday;late afternoon (15-18);Less than 3 hours
250;UT9;Share-12;Shared;Shared-12;28.02.2019 17:10;17;28.02.2019 21:35;21;27,26;4,406111111;Feb;Thursday;late afternoon (15-18);Between 3 and 6 hours
251;AdO1;AdO1-2;Private;NA;28.02.2019 17:44;17;01.03.2019 10:01;10;5,61;16,28638889;Feb;Thursday;late afternoon (15-18);Between 15 and 18 hours
252;Bl2;Bl2-1;Private;NA;28.02.2019 18:04;18;28.02.2019 18:29;18;1,49;0,419444444;Feb;Thursday;early evening (18-21);Less than 3 hours
253;AdO1;AdO1-3;Private;NA;28.02.2019 19:02;19;01.03.2019 09:56;9;19,48;14,90222222;Feb;Thursday;early evening (18-21);Between 12 and 15 hours
254;Bl2;Bl2-1;Private;NA;28.02.2019 20:59;20;01.03.2019 06:55;6;17,22;9,9425;Feb;Thursday;early evening (18-21);Between 9 and 12 hours
255;AdO1;AdO1-1;Private;NA;28.02.2019 21:47;21;01.03.2019 06:27;6;15,39;8,653055556;Feb;Thursday;late evening (21-midnight);Between 6 and 9  hours
256;Bl2;Bl2-1;Private;NA;01.03.2019 15:41;15;01.03.2019 16:34;16;2,65;0,878333333;Mar;Friday;late afternoon (15-18);Less than 3 hours
257;AdO3;AdO3-2;Private;NA;01.03.2019 17:53;17;01.03.2019 22:16;22;8,06;4,385277778;Mar;Friday;late afternoon (15-18);Between 3 and 6 hours
258;Bl2;Bl2-5;Private;NA;01.03.2019 18:05;18;01.03.2019 18:58;18;3,14;0,884166667;Mar;Friday;early evening (18-21);Less than 3 hours
259;AsO2;AsO2-1;Private;NA;01.03.2019 18:22;18;02.03.2019 11:00;11;15,87;16,64361111;Mar;Friday;early evening (18-21);Between 15 and 18 hours
260;AdO1;AdO1-3;Private;NA;01.03.2019 19:01;19;03.03.2019 15:08;15;18,46;44,12305556;Mar;Friday;early evening (18-21);More than 18 hours
261;Bl2;Bl2-5;Private;NA;01.03.2019 19:27;19;01.03.2019 21:50;21;8,53;2,381666667;Mar;Friday;early evening (18-21);Less than 3 hours
262;Bl2;Bl2-4;Private;NA;01.03.2019 20:00;20;02.03.2019 15:56;15;20,35;19,94111111;Mar;Friday;early evening (18-21);More than 18 hours
263;Bl2;Bl2-1;Private;NA;01.03.2019 20:58;20;02.03.2019 08:26;8;11,5;11,47611111;Mar;Friday;early evening (18-21);Between 9 and 12 hours
264;AdO1;AdO1-1;Private;NA;01.03.2019 22:04;22;02.03.2019 06:38;6;17,91;8,556666667;Mar;Friday;late evening (21-midnight);Between 6 and 9  hours
265;UT9;Share-6;Shared;Shared-12;01.03.2019 22:23;22;02.03.2019 01:30;1;17,21;3,118888889;Mar;Friday;late evening (21-midnight);Between 3 and 6 hours
266;Bl2;Bl2-5;Private;NA;01.03.2019 22:26;22;02.03.2019 14:22;14;6,28;15,94638889;Mar;Friday;late evening (21-midnight);Between 15 and 18 hours
267;AdO3;AdO3-2;Private;NA;01.03.2019 23:56;23;03.03.2019 12:28;12;15,78;36,53416667;Mar;Friday;late evening (21-midnight);More than 18 hours
268;AsO2;Share-4;Shared;Shared-5;02.03.2019 09:22;9;02.03.2019 16:24;16;6,96;7,038333333;Mar;Saturday;late morning (9-12);Between 6 and 9  hours
269;Bl2;Bl2-2;Private;NA;02.03.2019 10:18;10;02.03.2019 12:22;12;7,26;2,075;Mar;Saturday;late morning (9-12);Less than 3 hours
270;AdO3;AdO3-4;Private;NA;02.03.2019 13:38;13;02.03.2019 16:53;16;21,72;3,248888889;Mar;Saturday;early afternoon (12-15);Between 3 and 6 hours
271;AdO1;AdO1-1;Private;NA;02.03.2019 15:37;15;02.03.2019 18:43;18;11,22;3,088611111;Mar;Saturday;late afternoon (15-18);Between 3 and 6 hours
272;Bl2;Bl2-1;Private;NA;02.03.2019 17:25;17;02.03.2019 18:33;18;4,07;1,135833333;Mar;Saturday;late afternoon (15-18);Less than 3 hours
273;AdO1;AdO1-2;Private;NA;02.03.2019 17:57;17;03.03.2019 14:46;14;5,97;20,81361111;Mar;Saturday;late afternoon (15-18);More than 18 hours
274;Bl2;Bl2-5;Private;NA;02.03.2019 18:10;18;02.03.2019 18:53;18;2,55;0,723333333;Mar;Saturday;early evening (18-21);Less than 3 hours
275;Bl2;Bl2-5;Private;NA;02.03.2019 19:26;19;03.03.2019 00:28;0;8,9;5,045833333;Mar;Saturday;early evening (18-21);Between 3 and 6 hours
276;Bl2;Bl2-1;Private;NA;02.03.2019 19:42;19;03.03.2019 09:01;9;12,48;13,3175;Mar;Saturday;early evening (18-21);Between 12 and 15 hours
277;AdO1;AdO1-1;Private;NA;02.03.2019 21:25;21;03.03.2019 11:15;11;12,52;13,83111111;Mar;Saturday;late evening (21-midnight);Between 12 and 15 hours
278;AsO2;Share-4;Shared;Shared-5;03.03.2019 12:55;12;03.03.2019 16:37;16;6,65;3,704166667;Mar;Sunday;early afternoon (12-15);Between 3 and 6 hours
279;Bl2;Bl2-5;Private;NA;03.03.2019 13:17;13;03.03.2019 16:16;16;7,15;2,975833333;Mar;Sunday;early afternoon (12-15);Less than 3 hours
280;Bl2;Bl2-2;Private;NA;03.03.2019 13:35;13;03.03.2019 15:15;15;6,05;1,679722222;Mar;Sunday;early afternoon (12-15);Less than 3 hours
281;UT9;Share-12;Shared;Shared-12;03.03.2019 13:40;13;04.03.2019 06:08;6;31,93;16,4575;Mar;Sunday;early afternoon (12-15);Between 15 and 18 hours
282;AdO3;AdO3-3;Private;NA;03.03.2019 14:27;14;04.03.2019 08:25;8;21,09;17,97194444;Mar;Sunday;early afternoon (12-15);Between 15 and 18 hours
283;AdO1;AdO1-1;Private;NA;03.03.2019 15:04;15;04.03.2019 09:34;9;12,62;18,50944444;Mar;Sunday;late afternoon (15-18);More than 18 hours
284;AdO1;AdO1-2;Private;NA;03.03.2019 18:45;18;04.03.2019 18:40;18;3,81;23,91694444;Mar;Sunday;early evening (18-21);More than 18 hours
285;Bl2;Bl2-5;Private;NA;03.03.2019 19:15;19;03.03.2019 20:28;20;4,35;1,219166667;Mar;Sunday;early evening (18-21);Less than 3 hours
286;Bl2;Bl2-2;Private;NA;03.03.2019 21:33;21;04.03.2019 10:36;10;13,36;13,05277778;Mar;Sunday;late evening (21-midnight);Between 12 and 15 hours
287;Bl2;Share-8;Shared;Shared-6;03.03.2019 23:04;23;04.03.2019 08:19;8;15,42;9,245277778;Mar;Sunday;late evening (21-midnight);Between 9 and 12 hours
288;Bl2;Bl2-5;Private;NA;03.03.2019 23:29;23;04.03.2019 07:07;7;9,6;7,631111111;Mar;Sunday;late evening (21-midnight);Between 6 and 9  hours
289;AdO1;AdO1-3;Private;NA;04.03.2019 17:19;17;05.03.2019 07:23;7;19,97;14,07;Mar;Monday;late afternoon (15-18);Between 12 and 15 hours
290;AsO2;AsO2-1;Private;NA;04.03.2019 17:20;17;05.03.2019 07:12;7;12,27;13,855;Mar;Monday;late afternoon (15-18);Between 12 and 15 hours
291;Bl2;Bl2-5;Private;NA;04.03.2019 19:22;19;04.03.2019 20:19;20;3,37;0,948888889;Mar;Monday;early evening (18-21);Less than 3 hours
292;Bl2;Bl2-1;Private;NA;04.03.2019 20:24;20;05.03.2019 05:46;5;11,26;9,373055556;Mar;Monday;early evening (18-21);Between 9 and 12 hours
293;Bl2;Bl2-5;Private;NA;04.03.2019 20:45;20;04.03.2019 21:44;21;3,48;0,978333333;Mar;Monday;early evening (18-21);Less than 3 hours
294;Bl2;Bl2-5;Private;NA;04.03.2019 22:13;22;05.03.2019 07:03;7;8,02;8,828333333;Mar;Monday;late evening (21-midnight);Between 6 and 9  hours
295;AsO2;AsO2-1;Private;NA;05.03.2019 16:19;16;06.03.2019 07:19;7;14,05;14,99472222;Mar;Tuesday;late afternoon (15-18);Between 12 and 15 hours
296;AdO1;AdO1-3;Private;NA;05.03.2019 17:17;17;06.03.2019 07:21;7;19,15;14,06805556;Mar;Tuesday;late afternoon (15-18);Between 12 and 15 hours
297;AdO3;AdO3-2;Private;NA;05.03.2019 21:05;21;06.03.2019 13:06;13;13,9;16,01805556;Mar;Tuesday;late evening (21-midnight);Between 15 and 18 hours
298;AdO1;AdO1-2;Private;NA;05.03.2019 21:53;21;06.03.2019 09:57;9;13,33;12,07805556;Mar;Tuesday;late evening (21-midnight);Between 12 and 15 hours
299;AdO1;AdO1-1;Private;NA;05.03.2019 21:53;21;06.03.2019 06:32;6;21,28;8,660555556;Mar;Tuesday;late evening (21-midnight);Between 6 and 9  hours
300;Bl2;Share-8;Shared;Shared-6;05.03.2019 22:38;22;06.03.2019 11:04;11;13,04;12,44944444;Mar;Tuesday;late evening (21-midnight);Between 12 and 15 hours
301;Bl2;Bl2-5;Private;NA;06.03.2019 16:08;16;06.03.2019 16:47;16;2,35;0,663055556;Mar;Wednesday;late afternoon (15-18);Less than 3 hours
302;AdO3;AdO3-2;Private;NA;06.03.2019 17:18;17;07.03.2019 18:33;18;8,74;25,25166667;Mar;Wednesday;late afternoon (15-18);More than 18 hours
303;Bl2;Bl2-5;Private;NA;06.03.2019 17:38;17;06.03.2019 18:18;18;2,36;0,666111111;Mar;Wednesday;late afternoon (15-18);Less than 3 hours
304;Bl2;Bl2-1;Private;NA;06.03.2019 17:47;17;07.03.2019 11:44;11;11,61;17,93555556;Mar;Wednesday;late afternoon (15-18);Between 15 and 18 hours
305;AdO1;AdO1-3;Private;NA;06.03.2019 18:20;18;06.03.2019 18:46;18;1,5;0,433888889;Mar;Wednesday;early evening (18-21);Less than 3 hours
306;AsO2;AsO2-1;Private;NA;06.03.2019 18:42;18;12.03.2019 06:58;6;13,95;132,2583333;Mar;Wednesday;early evening (18-21);More than 18 hours
307;AdO1;AdO1-2;Private;NA;06.03.2019 18:46;18;07.03.2019 09:59;9;3,97;15,22111111;Mar;Wednesday;early evening (18-21);Between 15 and 18 hours
308;Bl2;Bl2-5;Private;NA;06.03.2019 18:59;18;06.03.2019 20:22;20;4,94;1,389444444;Mar;Wednesday;early evening (18-21);Less than 3 hours
309;UT9;Share-12;Shared;Shared-12;06.03.2019 19:19;19;07.03.2019 08:08;8;25,68;12,80833333;Mar;Wednesday;early evening (18-21);Between 12 and 15 hours
310;Bl2;Bl2-2;Private;NA;06.03.2019 20:00;20;07.03.2019 12:40;12;11,57;16,66805556;Mar;Wednesday;early evening (18-21);Between 15 and 18 hours
311;Bl2;Bl2-5;Private;NA;06.03.2019 20:58;20;06.03.2019 21:23;21;1,49;0,423888889;Mar;Wednesday;early evening (18-21);Less than 3 hours
312;AdO1;AdO1-3;Private;NA;06.03.2019 21:09;21;07.03.2019 09:57;9;10,54;12,795;Mar;Wednesday;late evening (21-midnight);Between 12 and 15 hours
313;AdO1;AdO1-1;Private;NA;06.03.2019 21:51;21;07.03.2019 06:29;6;13,29;8,639722222;Mar;Wednesday;late evening (21-midnight);Between 6 and 9  hours
314;AsO2;Share-4;Shared;Shared-5;07.03.2019 10:11;10;07.03.2019 15:31;15;6,95;5,341111111;Mar;Thursday;late morning (9-12);Between 3 and 6 hours
315;Bl2;Bl2-6;Private;NA;07.03.2019 11:41;11;07.03.2019 17:19;17;12,99;5,63;Mar;Thursday;late morning (9-12);Between 3 and 6 hours
316;Bl2;Bl2-5;Private;NA;07.03.2019 15:55;15;07.03.2019 17:41;17;6,26;1,760833333;Mar;Thursday;late afternoon (15-18);Less than 3 hours
317;Bl2;Share-8;Shared;Shared-6;07.03.2019 17:47;17;07.03.2019 22:18;22;14,46;4,528055556;Mar;Thursday;late afternoon (15-18);Between 3 and 6 hours
